professor_name,school_name,department_name,state_name,star_rating,diff_index,would_take_agains,post_date,student_star,student_difficult,grades,tag_professor,gives_good_feedback,caring,respected,participation_matters,clear_grading_criteria,skip_class,amazing_lectures,inspirational,tough_grader,get_ready_to_read,lots_of_homework,accessible_outside_class,lecture_heavy,extra_credit,graded_by_few_things,group_projects,test_heavy,so_many_papers,beware_of_pop_quizzes,IsCourseOnline,comments,sentiment,dept_category,word_count,grade_numeric,clean_comments,entities,person_mentions,has_person_mention,aspects,aspect_opinion_pairs,primary_aspect,num_aspects,comment_length,avg_word_length,exclamation_count,question_count,uppercase_ratio,positive_word_count,negative_word_count,sentiment_word_ratio,kmeans_cluster,dbscan_cluster,agg_cluster,cluster_name
Philippe  Bossaers,Parkland College,Mathematics department, IL,3.9,2.9,0,07/20/2007,5.0,3.0,,Skip class? You won\'t pass. (3)  Tough Grader (2)  Gives good feedback (1)  ACCESSIBLE OUTSIDE CLASS (1)  Caring (1)  EXTRA CREDIT (1)  Participation matters (1)  TEST HEAVY (1),1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,"This is a clear cut, do the work, ask questions when you need to, and you\'ll get a good grade guy. Fair, funny, and good in a subject a lot of teachers are not.",positive,Mathematics,34,3.7,this is a clear cut do the work ask questions when you need to and you ll get a good grade guy fair funny and good in a subject a lot of teachers are not,"[(""you\\'ll"", 'PERSON')]","[""you\\'ll""]",1,"['grading', 'professor', 'workload']","[('grading', 'good')]",grading,3,35,3.4,0,0,0.012422360248447204,2,0,0.05555555555555555,3,0,4,Math & STEM Courses
Judy  Gregg,Citrus College,Psychology department, CA,4.7,2.0,0,06/15/2008,5.0,3.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Professor Gregg is my favorite teacher at citrus so far. She is really passionate about what she teaches and will make you feel the same way. We didnt use the book alot the tests were easy if you paid attention and STUDY YOUR NOTES cause the questions are directly from them. I wish she could teach all my classes!! take her class!!,positive,Psychology,62,3.7,professor gregg is my favorite teacher at citrus so far she is really passionate about what she teaches and will make you feel the same way we didnt use the book alot the tests were easy if you paid attention and study your notes cause the questions are directly from them i wish she could teach all my classes take her class,"[('Gregg', 'PERSON')]",['Gregg'],1,"['lectures', 'professor', 'exams']","[('professor', 'favorite')]",lectures,3,62,4.258064516129032,4,0,0.0572289156626506,0,0,0.0,0,0,4,Exam & Test Difficulty
Anthony  James,Coastal Carolina Community College,History department, NC,4.2,3.3,1,10/08/2016,5.0,4.0,A,Get ready to read (8)  Tough Grader (7)  Caring (5)  Amazing lectures (4)  Skip class? You won\'t pass. (3)  Respected (3)  GROUP PROJECTS (2)  LOTS OF HOMEWORK (2)  Gives good feedback (2)  Inspirational (2)  Clear grading criteria (2)  Participation matters (1)  LECTURE HEAVY (1)  ACCESSIBLE OUTSIDE CLASS (1)  Hilarious (1),1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,"He is someone who I\'d call an intellectual. I could just sit down and listen to him talk about things he\'s passionate about. Very smart, funny, and gives great lectures. If you turn in a paper he marks grammatical errors and work cited mistakes. take good notes and refer to the book. You have to work for your grade but he makes it very enjoyable.",positive,History,65,4.0,he is someone who i d call an intellectual i could just sit down and listen to him talk about things he s passionate about very smart funny and gives great lectures if you turn in a paper he marks grammatical errors and work cited mistakes take good notes and refer to the book you have to work for your grade but he makes it very enjoyable,[],[],0,"['grading', 'professor', 'workload', 'lectures']","[('lectures', 'great')]",grading,4,67,4.08955223880597,0,0,0.017142857142857144,2,0,0.029411764705882353,0,0,4,Exam & Test Difficulty
Suzanne  Bernhardt,Bryn Athyn College,English department, PA,2.6,3.7,0,11/21/2005,5.0,3.0,,SO MANY PAPERS (1)  Get ready to read (1)  EXTRA CREDIT (1),0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,I think that she is a very good teacher for speech. I am not sure that some of her views that she might express align correctly with the foundemental beliefs of bryn athyn college. But she did not generally express these views in speech.,positive,English,44,3.7,i think that she is a very good teacher for speech i am not sure that some of her views that she might express align correctly with the foundemental beliefs of bryn athyn college but she did not generally express these views in speech,"[('bryn athyn college', 'ORG')]",[],0,['professor'],"[('professor', 'good')]",professor,1,44,4.340909090909091,0,0,0.012658227848101266,1,0,0.022222222222222223,4,0,1,Workload & Assignments
C  Beals,Volunteer State Community College,Biology department, TN,4.3,3.0,0,05/03/2012,5.0,3.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I absoultely LOVED this teacher! If you are horrible at science, take Chris Beals! He is amazing! He looks like Harry Potter:) He helped me understand so many things that I never understood in other science classes, he talks to you like a student not a teacher, he wants everyone to get an A, and gives you extra points, and extra credit! Great Guy!",positive,Biology,64,3.7,i absoultely loved this teacher if you are horrible at science take chris beals he is amazing he looks like harry potter he helped me understand so many things that i never understood in other science classes he talks to you like a student not a teacher he wants everyone to get an a and gives you extra points and extra credit great guy,"[('LOVED', 'ORG'), ('Chris Beals', 'PERSON'), ('Harry Potter', 'PERSON'), ('Great Guy', 'PERSON')]","['Chris Beals', 'Harry Potter', 'Great Guy']",1,"['grading', 'professor', 'lectures']","[('lectures', 'other'), ('grading', 'great')]",grading,3,64,4.28125,5,0,0.05157593123209169,2,1,0.015384615384615385,4,0,3,Workload & Assignments
Alvin  Snadowsky,Brooklyn College,Psychology department, NY,4.5,1.4,0,07/14/2006,4.5,1.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The class is fun...but lately he has decided to give a final. Pay attention because this is VERY important. The final is SERIOUS. Read the book. Or at least the chapters that he tells you to. If you want a good grade you need to do well on the final. I was running an A- in teh class and after the final ended witha B+.,positive,Psychology,65,3.7,the class is fun but lately he has decided to give a final pay attention because this is very important the final is serious read the book or at least the chapters that he tells you to if you want a good grade you need to do well on the final i was running an a in teh class and after the final ended witha b,"[('B+', 'PERSON')]",['B+'],1,"['grading', 'professor', 'exams', 'lectures']","[('grading', 'good')]",grading,4,66,3.6818181818181817,0,0,0.06269592476489028,1,0,0.014925373134328358,0,0,4,Exam & Test Difficulty
Tim  Wandling,Sonoma State University,English department, CA,3.3,3.0,0,12/14/2009,2.0,4.0,,Get ready to read (6)  Skip class? You won\'t pass. (2)  GRADED BY FEW THINGS (2)  Caring (2)  LECTURE HEAVY (2)  LOTS OF HOMEWORK (1)  Amazing lectures (1)  Participation matters (1)  ACCESSIBLE OUTSIDE CLASS (1),0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,"Tim is very passionate about whatever class he is teaching, but if you are not diggin\' the class then it gets annoying and old fast. Pretty easy grader, quizzes every week, three paper and a final. Way too much reading at way too fast of a pace.",negative,English,47,3.7,tim is very passionate about whatever class he is teaching but if you are not diggin the class then it gets annoying and old fast pretty easy grader quizzes every week three paper and a final way too much reading at way too fast of a pace,"[('Tim', 'PERSON'), ('every week', 'DATE'), ('three', 'CARDINAL')]",['Tim'],1,"['professor', 'exams', 'workload', 'lectures']","[('lectures', 'diggin'), ('exams', 'annoying'), ('exams', 'fast'), ('exams', 'easy'), ('workload', 'much')]",professor,4,47,4.085106382978723,0,0,0.012195121951219513,0,0,0.0,3,0,4,Math & STEM Courses
William  Addeo,Anne Arundel Community College (all campuses),Mathematics department, MD,2.0,3.5,0,09/20/2006,1.0,2.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,He gets confused doing his own problems he is virtually inaccessable and he is like late to his own classes,negative,Mathematics,20,3.7,he gets confused doing his own problems he is virtually inaccessable and he is like late to his own classes,[],[],0,"['professor', 'lectures']","[('lectures', 'own')]",professor,2,20,4.4,0,0,0.009345794392523364,0,0,0.0,3,0,1,Math & STEM Courses
Michelle  Townsel,Miami Dade College (all),Mathematics department, FL,4.6,1.7,0,10/12/2005,5.0,1.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,She is an awesome teacher! she makes it so easy. i used to suck really bad at math and now i feel like i know a lot of stuff and feel confident. thanks to her! she\'s awesome,positive,Mathematics,37,3.7,she is an awesome teacher she makes it so easy i used to suck really bad at math and now i feel like i know a lot of stuff and feel confident thanks to her she s awesome,"[('she\\', 'PERSON')]",['she\\'],1,['professor'],"[('professor', 'awesome')]",professor,1,38,3.473684210526316,2,0,0.005747126436781609,1,1,0.0,4,0,1,Workload & Assignments
Ryan  Stark,Pennsylvania State University,English department, PA,4.8,2.0,0,01/02/2008,4.5,2.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sweetest class ever, he\'s a mad nice teacher, you get to redo every paper he grades if you choose, only way to loose ur grade is if you don\'t go...so attendance isn\'t mandatory, but you should go if you want an A and not a B.....funny class in a weird way....but well worth anyone\'s time",positive,English,55,3.7,sweetest class ever he s a mad nice teacher you get to redo every paper he grades if you choose only way to loose ur grade is if you don t go so attendance isn t mandatory but you should go if you want an a and not a b funny class in a weird way but well worth anyone s time,"[('anyone\\', 'ORG')]",[],0,"['attendance', 'lectures', 'grading', 'workload', 'professor']","[('professor', 'mad'), ('professor', 'nice'), ('attendance', 'mandatory'), ('lectures', 'funny')]",attendance,5,62,3.435483870967742,0,0,0.006872852233676976,0,0,0.0,3,0,1,Math & STEM Courses
Robert  Coleman-Senghor,Sonoma State University,English department, CA,2.9,4.6,0,12/03/2009,1.5,4.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Coleman is challenging. Students basically argue for a whole 2.40 hours. Other will say that he is not worth putting up with. He does come off as belittling, so if you are up for a challenge, take this class. If not, avoid it because you will be put on the spot. Other than that, he has a lot to say and numerous interesting, heart wrenching stories.",negative,English,66,3.7,coleman is challenging students basically argue for a whole hours other will say that he is not worth putting up with he does come off as belittling so if you are up for a challenge take this class if not avoid it because you will be put on the spot other than that he has a lot to say and numerous interesting heart wrenching stories,"[('Coleman', 'PERSON'), ('a whole 2.40 hours', 'TIME')]",['Coleman'],1,"['professor', 'lectures']",[],professor,2,65,4.153846153846154,0,0,0.017142857142857144,0,0,0.0,3,0,1,Math & STEM Courses
Vida  Praitis,Grinnell College,Biology department, IA,4.1,3.0,0,04/19/2005,1.5,3.0,,Caring (2)  LOTS OF HOMEWORK (1)  Clear grading criteria (1)  Tough Grader (1)  SO MANY PAPERS (1)  Gives good feedback (1)  Amazing lectures (1),1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,"her lectures are based off the book\'s supplied powerpoints verbatim. classes are very very boring. Tests often lose sight of the fundamentals. She is very enthusiastic outside of class, and her labs are fun. i don\'t really recommend her as a prof.",negative,Biology,42,3.7,her lectures are based off the book s supplied powerpoints verbatim classes are very very boring tests often lose sight of the fundamentals she is very enthusiastic outside of class and her labs are fun i don t really recommend her as a prof,[],[],0,"['professor', 'exams', 'lectures']","[('lectures', 'verbatim'), ('exams', 'boring')]",professor,3,44,4.5,0,0,0.008032128514056224,0,1,-0.022222222222222223,0,0,1,Exam & Test Difficulty
Effie  Cochran,John Jay College of Criminal Justice,English department, NY,3.7,3.3,0,05/24/2011,4.0,5.0,,Gives good feedback (3)  Participation matters (2)  Tough Grader (2)  LOTS OF HOMEWORK (2)  Skip class? You won\'t pass. (2)  Get ready to read (2)  BEWARE OF POP QUIZZES (1),1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,"SHE IS TOUGH, HARD GRADER, AND WILL CLOSE THE DOOR ON YOU IF YOU HAPPEN TO BE LATE. AT TIMES HER CLASS IS BORING, AND SHE REPEATS HERSELF TOO MUCH. SHE HARDLY RECOMMENDS STUDENTS TO TAKE THE ACT TEST AFTER HER CLASS, AND NOT BECAUSE THEY DON\'T DESERVE IT. IT WAS HARD TO PASS THIS CLASS, NO MATTER HOW HARD YOU WORKED.",positive,English,62,3.7,she is tough hard grader and will close the door on you if you happen to be late at times her class is boring and she repeats herself too much she hardly recommends students to take the act test after her class and not because they don t deserve it it was hard to pass this class no matter how hard you worked,[],[],0,"['professor', 'exams', 'workload', 'lectures']",[],professor,4,63,3.9206349206349205,0,0,0.774294670846395,0,2,-0.03125,3,0,4,Math & STEM Courses
Paulette  Swartzfager,Loyola University New Orleans,English department, LA,4.7,1.7,0,07/10/2005,5.0,2.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"She is awesome! I had her for summer bridge- and what an amazing teacher to have as an entering freshmen at Loyola. Makes writing such a defined, clear process. AWESOME AWESOME TEACHER!",positive,English,32,3.7,she is awesome i had her for summer bridge and what an amazing teacher to have as an entering freshmen at loyola makes writing such a defined clear process awesome awesome teacher,"[('summer', 'DATE'), ('Loyola', 'GPE'), ('AWESOME AWESOME', 'ORG')]",[],0,['professor'],"[('professor', 'amazing'), ('professor', 'awesome'), ('professor', 'awesome')]",professor,1,32,4.625,2,0,0.13513513513513514,3,0,0.09090909090909091,4,0,1,Workload & Assignments
David  Rayson,Normandale Community College,History department, MN,4.7,1.9,0,12/03/2015,5.0,3.0,A+,EXTRA CREDIT (11)  Caring (11)  Respected (9)  Gives good feedback (8)  SO MANY PAPERS (6)  Amazing lectures (6)  Hilarious (6)  Inspirational (6)  Get ready to read (5)  LOTS OF HOMEWORK (4)  LECTURE HEAVY (3)  Clear grading criteria (2)  Tough Grader (1)  ACCESSIBLE OUTSIDE CLASS (1),1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,He\'s a great professor. He gives good feedback. The class was very interesting.,positive,History,13,4.3,he s a great professor he gives good feedback the class was very interesting,"[('He\\', 'ORG')]",[],0,"['professor', 'lectures']","[('professor', 'great')]",professor,2,14,4.5,0,0,0.0375,2,0,0.13333333333333333,1,0,1,General Professor Praise
